"Date","Facebook Page","Followers","Net Follower Growth","Published Posts","Views","Organic Views","Paid Views","Reach","Organic Reach","Paid Reach","Engagements","Reactions","Comments","Shares","Post Link Clicks","Other Post Clicks","Page Actions","Engagement Rate (per View)","Video Views","Full Video Views","Partial Video Views","Organic Video Views","Organic Full Video Views","Organic Partial Video Views","Paid Video Views","Paid Full Video Views","Paid Partial Video Views","Click to Play Video Views","Autoplay Video Views"
"02-08-2026","The Chicago Public Education Fund","2,519","1","0","23","23","0","21","","0","1","0","0","0","0","1","0","4.35%","1","0","1","1","0","1","0","0","0","0","1"
"02-09-2026","The Chicago Public Education Fund","2,524","5","1","7,047","7,047","0","3,324","","0","0","0","0","0","0","0","0","0%","9","2","7","9","2","7","0","0","0","0","9"
"02-10-2026","The Chicago Public Education Fund","2,534","10","0","10,432","10,432","0","4,635","","0","1,501","376","195","7","1","922","0","14.39%","15","2","13","15","2","13","0","0","0","0","15"
"02-11-2026","The Chicago Public Education Fund","2,534","0","0","3,053","3,053","0","1,686","","0","1,741","486","281","16","0","958","0","57.03%","10","3","7","10","3","7","0","0","0","0","10"
"02-12-2026","The Chicago Public Education Fund","2,535","1","0","1,279","1,279","0","730","","0","334","97","49","2","1","185","0","26.11%","4","1","3","4","1","3","0","0","0","1","3"
"02-13-2026","The Chicago Public Education Fund","2,535","0","0","466","466","0","269","","0","130","35","18","0","0","77","0","27.9%","4","1","3","4","1","3","0","0","0","0","4"
"02-14-2026","The Chicago Public Education Fund","2,535","0","0","309","309","0","192","","0","42","12","4","0","0","26","0","13.59%","5","1","4","5","1","4","0","0","0","0","5"
"02-15-2026","The Chicago Public Education Fund","2,536","1","0","320","320","0","180","","0","21","5","2","0","0","14","0","6.56%","6","1","5","6","1","5","0","0","0","0","6"
"02-16-2026","The Chicago Public Education Fund","2,537","1","1","1,044","1,044","0","525","","0","26","7","3","0","0","16","0","2.49%","7","0","7","7","0","7","0","0","0","0","7"
"02-17-2026","The Chicago Public Education Fund","2,537","0","0","276","276","0","172","","0","61","14","4","0","0","43","0","22.1%","4","1","3","4","1","3","0","0","0","1","3"
"02-18-2026","The Chicago Public Education Fund","2,537","0","0","119","119","0","77","","0","10","4","1","0","0","5","0","8.4%","4","2","2","4","2","2","0","0","0","1","3"
"02-19-2026","The Chicago Public Education Fund","2,543","6","1","1,346","1,346","0","625","","0","4","2","1","0","0","1","0","0.3%","2","0","2","2","0","2","0","0","0","0","2"
"02-20-2026","The Chicago Public Education Fund","2,544","1","1","973","973","0","435","","0","142","49","0","3","0","90","0","14.59%","3","0","3","3","0","3","0","0","0","0","3"
"02-21-2026","The Chicago Public Education Fund","2,544","0","0","405","405","0","157","","0","54","23","0","3","0","28","0","13.33%","11","1","10","11","1","10","0","0","0","1","10"
"02-22-2026","The Chicago Public Education Fund","2,544","0","0","192","192","0","100","","0","12","7","1","0","0","4","0","6.25%","5","1","4","5","1","4","0","0","0","0","5"
"02-23-2026","The Chicago Public Education Fund","2,545","1","1","761","761","0","336","","0","13","5","0","0","0","8","0","1.71%","11","2","9","11","2","9","0","0","0","0","11"
"02-24-2026","The Chicago Public Education Fund","2,545","0","0","521","521","0","313","","0","42","7","3","1","1","30","0","8.06%","7","1","6","7","1","6","0","0","0","0","7"
"02-25-2026","The Chicago Public Education Fund","2,548","0","0","434","434","0","121","","0","36","8","1","0","0","27","0","8.29%","15","3","12","15","3","12","0","0","0","0","15"
"02-26-2026","The Chicago Public Education Fund","2,548","0","1","468","468","0","344","","0","6","1","0","0","0","5","0","1.28%","167","33","134","167","33","134","0","0","0","2","165"
"02-27-2026","The Chicago Public Education Fund","2,549","1","1","552","552","0","328","","0","24","15","4","1","0","4","0","4.35%","116","19","97","116","19","97","0","0","0","2","114"
"02-28-2026","The Chicago Public Education Fund","2,550","2","0","314","314","0","151","","0","52","21","2","0","0","29","0","16.56%","83","22","61","83","22","61","0","0","0","2","81"
"03-01-2026","The Chicago Public Education Fund","2,550","0","0","127","127","0","63","","0","24","10","0","0","0","14","0","18.9%","19","3","16","19","3","16","0","0","0","0","19"
"03-02-2026","The Chicago Public Education Fund","2,549","-1","1","595","595","0","272","","0","8","2","1","0","0","5","0","1.34%","29","2","27","29","2","27","0","0","0","0","29"
"03-03-2026","The Chicago Public Education Fund","2,549","0","0","225","225","0","94","","0","23","6","0","0","0","17","0","10.22%","9","1","8","9","1","8","0","0","0","0","9"
"03-04-2026","The Chicago Public Education Fund","2,548","-1","1","748","748","0","314","","0","8","3","0","0","0","5","0","1.07%","15","0","15","15","0","15","0","0","0","0","15"
"03-05-2026","The Chicago Public Education Fund","2,548","0","0","307","307","0","124","","0","100","38","3","1","3","55","0","32.57%","6","0","6","6","0","6","0","0","0","0","6"
"03-06-2026","The Chicago Public Education Fund","2,548","0","0","176","176","0","59","","0","41","6","4","0","1","30","0","23.3%","10","2","8","10","2","8","0","0","0","0","10"
"03-07-2026","The Chicago Public Education Fund","2,548","0","0","137","137","0","47","","0","4","0","2","0","0","2","0","2.92%","4","0","4","4","0","4","0","0","0","0","4"
"03-08-2026","The Chicago Public Education Fund","2,548","0","0","102","102","0","40","","0","11","3","1","0","0","7","0","10.78%","6","1","5","6","1","5","0","0","0","0","6"
"03-09-2026","The Chicago Public Education Fund","2,550","2","2","1,127","1,127","0","493","","0","3","1","0","0","0","2","0","0.27%","4","2","2","4","2","2","0","0","0","0","4"
"03-10-2026","The Chicago Public Education Fund","2,552","2","0","1,777","1,777","0","956","","0","101","24","2","1","0","74","0","5.68%","26","4","22","26","4","22","0","0","0","0","26"
"03-11-2026","The Chicago Public Education Fund","2,553","1","0","328","328","0","169","","0","67","12","0","0","0","55","0","20.43%","7","1","6","7","1","6","0","0","0","1","6"
"03-12-2026","The Chicago Public Education Fund","2,554","1","0","172","172","0","97","","0","11","4","0","0","0","7","0","6.4%","8","4","4","8","4","4","0","0","0","0","8"
"03-13-2026","The Chicago Public Education Fund","2,554","0","1","185","185","0","112","","0","0","0","0","0","0","0","0","0%","6","1","5","6","1","5","0","0","0","0","6"
"03-14-2026","The Chicago Public Education Fund","2,554","0","1","369","369","0","290","","0","6","1","0","1","0","4","0","1.63%","37","4","33","37","4","33","0","0","0","0","37"
"03-15-2026","The Chicago Public Education Fund","2,554","0","1","401","401","0","110","","0","35","11","14","3","0","7","0","8.73%","21","4","17","21","4","17","0","0","0","0","21"
"03-16-2026","The Chicago Public Education Fund","2,555","1","1","607","607","0","428","","0","28","9","15","0","0","4","0","4.61%","8","1","7","8","1","7","0","0","0","0","8"
"03-17-2026","The Chicago Public Education Fund","2,557","2","1","1,398","1,398","0","631","","0","141","62","24","1","0","54","0","10.09%","255","98","157","255","98","157","0","0","0","5","250"
"03-18-2026","The Chicago Public Education Fund","2,557","0","0","534","534","0","168","","0","292","110","26","0","0","156","0","54.68%","43","14","29","43","14","29","0","0","0","0","43"
"03-19-2026","The Chicago Public Education Fund","2,558","1","0","328","328","0","87","","0","68","20","13","0","0","35","0","20.73%","18","7","11","18","7","11","0","0","0","0","18"
"03-20-2026","The Chicago Public Education Fund","2,559","1","1","343","343","0","158","","0","17","6","3","0","0","8","0","4.96%","13","4","9","13","4","9","0","0","0","1","12"
"03-21-2026","The Chicago Public Education Fund","2,559","0","0","199","199","0","87","","0","24","8","0","1","0","15","0","12.06%","11","0","11","11","0","11","0","0","0","1","10"
"03-22-2026","The Chicago Public Education Fund","2,559","0","0","93","93","0","52","","0","10","4","1","0","0","5","0","10.75%","6","1","5","6","1","5","0","0","0","0","6"
"03-23-2026","The Chicago Public Education Fund","2,563","4","1","2,772","2,772","0","1,141","","0","1","1","0","0","0","0","0","0.04%","14","2","12","14","2","12","0","0","0","0","14"
"03-24-2026","The Chicago Public Education Fund","2,568","5","0","4,076","4,076","0","1,595","","0","554","147","125","6","1","275","0","13.59%","8","1","7","8","1","7","0","0","0","2","6"
"03-25-2026","The Chicago Public Education Fund","2,570","2","0","1,268","1,268","0","552","","0","584","158","87","13","0","326","0","46.06%","7","3","4","7","3","4","0","0","0","0","7"
"03-26-2026","The Chicago Public Education Fund","2,569","-1","1","627","627","0","333","","0","101","31","10","1","0","59","0","16.11%","8","1","7","8","1","7","0","0","0","0","8"
"03-27-2026","The Chicago Public Education Fund","2,569","0","1","576","576","0","301","","0","58","17","9","0","0","32","0","10.07%","4","1","3","4","1","3","0","0","0","0","4"
"03-28-2026","The Chicago Public Education Fund","2,569","0","0","390","390","0","203","","0","50","5","7","0","9","29","0","12.82%","7","2","5","7","2","5","0","0","0","0","7"
"03-29-2026","The Chicago Public Education Fund","2,568","-1","0","223","223","0","103","","0","14","2","1","0","2","9","0","6.28%","9","3","6","9","3","6","0","0","0","1","8"
"03-30-2026","The Chicago Public Education Fund","2,570","2","3","1,223","1,223","0","540","","0","8","0","1","0","2","5","0","0.65%","161","46","115","161","46","115","0","0","0","2","159"
"03-31-2026","The Chicago Public Education Fund","2,571","1","0","506","506","0","302","","0","151","42","13","1","2","93","0","29.84%","57","8","49","57","8","49","0","0","0","2","55"
"04-01-2026","The Chicago Public Education Fund","2,572","1","0","378","378","0","155","","0","27","8","5","0","2","12","0","7.14%","28","2","26","28","2","26","0","0","0","0","28"
"04-02-2026","The Chicago Public Education Fund","2,572","0","0","76","76","0","122","","0","3","1","0","0","0","2","0","3.95%","28","7","21","28","7","21","0","0","0","1","27"
"04-03-2026","The Chicago Public Education Fund","2,572","0","0","50","50","0","100","","0","1","0","0","0","0","1","0","2%","12","2","10","12","2","10","0","0","0","0","12"
"04-04-2026","The Chicago Public Education Fund","2,572","0","0","79","79","0","35","","0","6","2","1","0","0","3","0","7.59%","5","2","3","5","2","3","0","0","0","0","5"
"04-05-2026","The Chicago Public Education Fund","2,572","0","0","112","112","0","41","","0","4","1","1","0","0","2","0","3.57%","4","1","3","4","1","3","0","0","0","1","3"
"04-06-2026","The Chicago Public Education Fund","2,572","0","3","1,607","1,607","0","855","","0","0","0","0","0","0","0","0","0%","4","2","2","4","2","2","0","0","0","1","3"
"04-07-2026","The Chicago Public Education Fund","2,571","-1","2","3,832","3,832","0","1,714","","0","92","15","0","1","0","76","0","2.4%","83","9","74","83","9","74","0","0","0","0","83"
"04-08-2026","The Chicago Public Education Fund","2,582","11","3","2,972","2,972","0","1,290","","0","760","239","140","7","0","374","0","25.57%","531","227","304","531","227","304","0","0","0","6","525"
"04-09-2026","The Chicago Public Education Fund","2,592","10","4","3,537","3,537","0","1,516","","0","711","223","52","11","11","414","0","20.1%","682","231","451","682","231","451","0","0","0","5","677"
"04-10-2026","The Chicago Public Education Fund","2,597","5","4","3,327","3,327","0","1,436","","0","731","180","52","11","0","488","0","21.97%","738","189","549","738","189","549","0","0","0","6","732"
"04-11-2026","The Chicago Public Education Fund","2,599","2","0","2,047","2,047","0","1,138","","0","431","123","37","15","0","256","0","21.06%","520","119","401","520","119","401","0","0","0","4","516"
"04-12-2026","The Chicago Public Education Fund","2,600","1","0","944","944","0","543","","0","236","61","24","4","1","146","0","25%","219","47","172","219","47","172","0","0","0","0","219"
"04-13-2026","The Chicago Public Education Fund","2,604","4","2","4,960","4,960","0","2,213","","0","139","41","21","15","0","62","0","2.8%","270","83","187","270","83","187","0","0","0","7","263"
"04-14-2026","The Chicago Public Education Fund","2,605","1","1","3,114","3,114","0","1,432","","0","871","287","68","12","0","504","0","27.97%","155","40","115","155","40","115","0","0","0","5","150"
"04-15-2026","The Chicago Public Education Fund","2,629","24","1","11,787","11,787","0","4,349","","0","188","63","16","1","3","105","0","1.59%","171","24","147","171","24","147","0","0","0","1","170"
"04-16-2026","The Chicago Public Education Fund","2,652","23","1","10,271","10,271","0","4,775","","0","1,945","193","58","6","5","1,683","0","18.94%","210","31","179","210","31","179","0","0","0","2","208"
"04-17-2026","The Chicago Public Education Fund","2,658","6","0","2,724","2,724","0","1,339","","0","646","62","22","1","1","560","0","23.72%","79","11","68","79","11","68","0","0","0","4","75"
"04-18-2026","The Chicago Public Education Fund","2,663","5","0","2,179","2,179","0","1,218","","0","179","13","3","0","1","162","0","8.21%","95","11","84","95","11","84","0","0","0","1","94"
"04-19-2026","The Chicago Public Education Fund","2,668","5","0","5,158","5,158","0","2,730","","0","182","12","3","0","0","167","0","3.53%","44","3","41","44","3","41","0","0","0","0","44"
"04-20-2026","The Chicago Public Education Fund","2,668","0","1","2,829","2,829","0","1,402","","0","639","14","4","0","0","621","0","22.59%","43","6","37","43","6","37","0","0","0","1","42"
"04-21-2026","The Chicago Public Education Fund","2,669","1","0","2,440","2,440","0","1,345","","0","210","27","12","1","1","169","0","8.61%","27","9","18","27","9","18","0","0","0","0","27"
"04-22-2026","The Chicago Public Education Fund","2,670","1","0","1,113","1,113","0","625","","0","133","14","0","0","1","118","0","11.95%","30","4","26","30","4","26","0","0","0","1","29"
"04-23-2026","The Chicago Public Education Fund","2,671","1","2","1,258","1,258","0","646","","0","92","23","7","0","0","62","0","7.31%","37","3","34","37","3","34","0","0","0","1","36"
"04-24-2026","The Chicago Public Education Fund","2,672","1","1","2,481","2,481","0","1,458","","0","90","33","0","3","14","40","0","3.63%","42","7","35","42","7","35","0","0","0","1","41"
"04-25-2026","The Chicago Public Education Fund","2,674","2","0","1,803","1,803","0","1,088","","0","108","14","0","1","1","92","0","5.99%","31","7","24","31","7","24","0","0","0","0","31"
"04-26-2026","The Chicago Public Education Fund","2,675","1","0","975","975","0","524","","0","9","1","0","0","0","8","0","0.92%","12","0","12","12","0","12","0","0","0","0","12"
"04-27-2026","The Chicago Public Education Fund","2,677","2","1","2,394","2,394","0","1,053","","0","35","8","0","0","1","26","0","1.46%","21","1","20","21","1","20","0","0","0","0","21"
"04-28-2026","The Chicago Public Education Fund","2,679","2","1","1,763","1,763","0","937","","0","500","199","58","3","0","240","0","28.36%","9","1","8","9","1","8","0","0","0","0","9"
"04-29-2026","The Chicago Public Education Fund","2,678","-1","1","773","773","0","420","","0","100","37","11","0","2","50","0","12.94%","17","0","17","17","0","17","0","0","0","0","17"
"04-30-2026","The Chicago Public Education Fund","2,678","0","0","486","486","0","235","","0","30","6","3","1","1","19","0","6.17%","14","3","11","14","3","11","0","0","0","0","14"
"05-01-2026","The Chicago Public Education Fund","2,680","2","1","823","823","0","357","","0","19","6","1","0","2","10","0","2.31%","21","4","17","21","4","17","0","0","0","0","21"
"05-02-2026","The Chicago Public Education Fund","2,683","3","0","860","860","0","290","","0","104","25","3","1","0","75","0","12.09%","25","9","16","25","9","16","0","0","0","2","23"
