"Date","Network","Profile","Audience","Net Audience Growth","Audience Gained","Sent Messages (Total)","Published Posts (Total)","Received Messages (Total)","Impressions","Video Views","Engagements","Engagement Rate (per Impression)","Reactions","Comments","Shares","Post Link Clicks","Saves","Other Post Clicks","Other Engagements","Sent posts (X)","Sent Quotes (X)","Sent @Replies (X)","Sent Direct Messages (X)","Sent Posts (Facebook)","Sent Ad Posts (Facebook)","Sent Comments (Facebook)","Sent Ad Comments (Facebook)","Sent Private Messages (Facebook)","Sent Posts (Instagram)","Sent Stories (Instagram)","Sent Reels (Instagram)","Sent Comments (Instagram)","Sent Ad Comments (Instagram)","Sent Posts (Threads)","Sent Quotes (Threads)","Sent Comments (Threads)","Sent Posts (LinkedIn)","Sent Comments (LinkedIn)","Sent Direct Messages (LinkedIn)","Sent Videos (TikTok)","Sent Comments (TikTok)","Sent Pins (Pinterest)","Sent Saves (Pinterest)","Sent Videos (YouTube)","Received Mentions (X)","Received Direct Messages (X)","Received Reposts (X)","Received Quotes (X)","Received New Follower Alerts (X)","Received Wall Posts (Facebook)","Received Comments (Facebook)","Received Ad Comments (Facebook)","Received Private Messages (Facebook)","Received Comments (Instagram)","Received Ad Comments (Instagram)","Received Mentions (Instagram)","Received Media Tags (Instagram)","Received Posts (Threads)","Received Comments (Threads)","Received Comments (LinkedIn)","Received Direct Messages (LinkedIn)","Sent Direct Messages (Instagram)","Received Direct Messages (Instagram)","Received Comments (TikTok)"
"10-08-2022","Facebook","The Chicago Public Education Fund","2,208","0","","0","0","0","94","8","13","13.83%","1","0","0","0","","12","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-08-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-09-2022","X","'@TheFundChicago","","","","0","0","3","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","3","0","0","0","0","","","","","0","","0","","","","","","","",""
"10-09-2022","Facebook","The Chicago Public Education Fund","2,208","0","","0","0","0","33","4","5","15.15%","1","0","0","0","","4","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-09-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-10-2022","X","'@TheFundChicago","","","","0","0","2","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","0","","","","","0","","0","","","","","","","",""
"10-10-2022","Facebook","The Chicago Public Education Fund","2,208","0","","0","0","0","47","20","15","31.91%","2","0","0","0","","13","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-10-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-11-2022","X","'@TheFundChicago","","","","0","0","8","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","8","0","0","0","0","","","","","0","","0","","","","","","","",""
"10-11-2022","Facebook","The Chicago Public Education Fund","2,209","1","","0","0","0","32","2","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-11-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-12-2022","X","'@TheFundChicago","","","","0","0","10","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","9","0","0","1","0","","","","","0","","0","","","","","","","",""
"10-12-2022","Facebook","The Chicago Public Education Fund","2,210","1","","0","0","0","18","1","1","5.56%","0","0","0","0","","1","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-12-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-13-2022","X","'@TheFundChicago","","","","1","1","3","","","","","","0","","","","","","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","1","0","0","","","","","0","","0","","","","","","","",""
"10-13-2022","Facebook","The Chicago Public Education Fund","2,209","-1","","0","0","0","225","4","14","6.22%","2","0","0","1","","11","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-13-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-14-2022","X","'@TheFundChicago","","","","1","1","7","","","","","","0","","","","","","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","6","0","0","1","0","","","","","0","","0","","","","","","","",""
"10-14-2022","Facebook","The Chicago Public Education Fund","2,209","0","","0","0","0","478","3","38","7.95%","6","0","0","1","","31","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-14-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-15-2022","X","'@TheFundChicago","","","","0","0","2","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","0","","","","","0","","0","","","","","","","",""
"10-15-2022","Facebook","The Chicago Public Education Fund","2,209","0","","0","0","0","194","1","9","4.64%","1","0","0","0","","8","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-15-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-16-2022","X","'@TheFundChicago","","","","0","0","1","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
"10-16-2022","Facebook","The Chicago Public Education Fund","2,210","1","","0","0","0","53","4","6","11.32%","1","0","0","0","","5","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-16-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-17-2022","X","'@TheFundChicago","","","","2","2","3","","","","","","0","","","","","","2","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","1","1","0","","","","","0","","0","","","","","","","",""
"10-17-2022","Facebook","The Chicago Public Education Fund","2,210","0","","0","0","0","43","2","5","11.63%","1","0","0","1","","3","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-17-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-18-2022","X","'@TheFundChicago","","","","0","0","3","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","3","0","0","0","0","","","","","0","","0","","","","","","","",""
"10-18-2022","Facebook","The Chicago Public Education Fund","2,210","0","","0","0","0","22","2","4","18.18%","0","0","0","1","","3","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-18-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-19-2022","X","'@TheFundChicago","","","","3","3","9","","","","","","0","","","","","","3","0","0","0","","","","","","","","","0","","","","","","","","","","","","","6","0","1","2","0","","","","","0","","0","","","","","","","",""
"10-19-2022","Facebook","The Chicago Public Education Fund","2,211","1","","0","0","0","70","3","5","7.14%","0","0","0","0","","5","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-19-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-20-2022","X","'@TheFundChicago","","","","0","0","2","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","0","","","","","0","","0","","","","","","","",""
"10-20-2022","Facebook","The Chicago Public Education Fund","2,211","0","","0","0","0","48","0","2","4.17%","1","0","0","0","","1","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-20-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-21-2022","X","'@TheFundChicago","","","","0","0","2","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","0","","","","","0","","0","","","","","","","",""
"10-21-2022","Facebook","The Chicago Public Education Fund","2,212","1","","0","0","0","101","2","19","18.81%","3","0","1","2","","13","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-21-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-22-2022","X","'@TheFundChicago","","","","0","0","3","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","3","0","0","0","0","","","","","0","","0","","","","","","","",""
"10-22-2022","Facebook","The Chicago Public Education Fund","2,214","2","","0","0","0","316","4","24","7.59%","9","0","0","6","","9","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-22-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-23-2022","X","'@TheFundChicago","","","","0","0","4","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","4","0","0","0","0","","","","","0","","0","","","","","","","",""
"10-23-2022","Facebook","The Chicago Public Education Fund","2,214","0","","0","0","0","119","1","3","2.52%","2","0","0","1","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-23-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-24-2022","X","'@TheFundChicago","","","","0","0","3","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","3","0","0","0","0","","","","","0","","0","","","","","","","",""
"10-24-2022","Facebook","The Chicago Public Education Fund","2,217","3","","0","0","0","81","1","4","4.94%","1","0","0","0","","3","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-24-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-25-2022","X","'@TheFundChicago","","","","2","2","4","","","","","","0","","","","","","2","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","2","0","0","","","","","0","","0","","","","","","","",""
"10-25-2022","Facebook","The Chicago Public Education Fund","2,217","0","","0","0","0","78","5","1","1.28%","0","0","0","0","","1","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-25-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-26-2022","X","'@TheFundChicago","","","","3","3","13","","","","","","0","","","","","","2","1","0","0","","","","","","","","","0","","","","","","","","","","","","","9","0","1","3","0","","","","","0","","0","","","","","","","",""
"10-26-2022","Facebook","The Chicago Public Education Fund","2,217","0","","0","0","0","534","1","30","5.62%","9","1","0","0","","20","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-26-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-27-2022","X","'@TheFundChicago","","","","0","0","8","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","7","0","0","1","0","","","","","0","","0","","","","","","","",""
"10-27-2022","Facebook","The Chicago Public Education Fund","2,217","0","","0","0","0","257","1","23","8.95%","11","1","0","4","","7","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-27-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-28-2022","X","'@TheFundChicago","","","","2","2","11","","","","","","0","","","","","","1","0","1","0","","","","","","","","","0","","","","","","","","","","","","","9","0","1","1","0","","","","","0","","0","","","","","","","",""
"10-28-2022","Facebook","The Chicago Public Education Fund","2,217","0","","0","0","0","222","3","20","9.01%","4","0","0","0","","16","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-28-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-29-2022","X","'@TheFundChicago","","","","0","0","1","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
"10-29-2022","Facebook","The Chicago Public Education Fund","2,218","1","","0","0","0","48","4","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-29-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-30-2022","X","'@TheFundChicago","","","","0","0","0","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"10-30-2022","Facebook","The Chicago Public Education Fund","2,218","0","","0","0","0","92","0","2","2.17%","0","0","0","1","","1","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-30-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-31-2022","X","'@TheFundChicago","","","","0","0","0","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"10-31-2022","Facebook","The Chicago Public Education Fund","2,219","1","","0","0","0","39","9","1","2.56%","0","0","0","0","","1","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-31-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-01-2022","X","'@TheFundChicago","","","","0","0","0","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-01-2022","Facebook","The Chicago Public Education Fund","2,219","0","","0","0","0","19","5","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-01-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-02-2022","X","'@TheFundChicago","","","","0","0","0","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-02-2022","Facebook","The Chicago Public Education Fund","2,220","1","","0","0","1","12","0","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","1","0","0","0","0","","0","","","","","","","",""
"11-02-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-03-2022","X","'@TheFundChicago","","","","0","0","1","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-03-2022","Facebook","The Chicago Public Education Fund","2,220","0","","0","0","0","82","0","2","2.44%","0","0","0","1","","1","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-03-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-04-2022","X","'@TheFundChicago","","","","3","3","6","","","","","","0","","","","","","3","0","0","0","","","","","","","","","0","","","","","","","","","","","","","3","0","3","0","0","","","","","0","","0","","","","","","","",""
"11-04-2022","Facebook","The Chicago Public Education Fund","2,220","0","","0","0","0","42","3","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-04-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-05-2022","X","'@TheFundChicago","","","","0","0","0","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-05-2022","Facebook","The Chicago Public Education Fund","2,220","0","","0","0","0","10","2","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-05-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-06-2022","X","'@TheFundChicago","","","","0","0","1","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-06-2022","Facebook","The Chicago Public Education Fund","2,220","0","","0","0","0","9","1","1","11.11%","0","0","0","1","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-06-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-07-2022","X","'@TheFundChicago","","","","0","0","0","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-07-2022","Facebook","The Chicago Public Education Fund","2,220","0","","0","0","0","14","0","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-07-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-08-2022","X","'@TheFundChicago","","","","0","0","0","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-08-2022","Facebook","The Chicago Public Education Fund","2,220","0","","0","0","0","30","1","3","10%","0","0","0","0","","3","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-08-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-09-2022","X","'@TheFundChicago","","","","0","0","0","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-09-2022","Facebook","The Chicago Public Education Fund","2,221","1","","0","0","0","29","0","3","10.34%","0","0","0","1","","2","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-09-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-10-2022","X","'@TheFundChicago","","","","0","0","0","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-10-2022","Facebook","The Chicago Public Education Fund","2,221","0","","0","0","0","15","0","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-10-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-11-2022","X","'@TheFundChicago","","","","0","0","2","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-11-2022","Facebook","The Chicago Public Education Fund","2,221","0","","0","0","0","10","1","2","20%","0","0","0","0","","2","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-11-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-12-2022","X","'@TheFundChicago","","","","0","0","1","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","1","0","","","","","0","","0","","","","","","","",""
"11-12-2022","Facebook","The Chicago Public Education Fund","2,221","0","","0","0","0","21","0","2","9.52%","0","0","0","1","","1","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-12-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-13-2022","X","'@TheFundChicago","","","","0","0","0","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-13-2022","Facebook","The Chicago Public Education Fund","2,221","0","","0","0","0","15","0","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-13-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-14-2022","X","'@TheFundChicago","","","","0","0","0","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-14-2022","Facebook","The Chicago Public Education Fund","2,222","1","","0","0","0","17","0","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-14-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-15-2022","X","'@TheFundChicago","","","","0","0","0","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-15-2022","Facebook","The Chicago Public Education Fund","2,222","0","","0","0","0","753","1","34","4.52%","0","0","0","0","","34","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-15-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-16-2022","X","'@TheFundChicago","","","","3","3","5","","","","","","0","","","","","","2","1","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","2","1","0","","","","","0","","0","","","","","","","",""
"11-16-2022","Facebook","The Chicago Public Education Fund","2,222","0","","0","0","0","616","0","39","6.33%","0","0","0","0","","39","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-16-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-17-2022","X","'@TheFundChicago","","","","0","0","2","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-17-2022","Facebook","The Chicago Public Education Fund","2,222","0","","0","0","0","158","1","19","12.03%","0","0","0","0","","19","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-17-2022","LinkedIn","The Chicago Public Education Fund","","","","0","0","0","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-18-2022","X","'@TheFundChicago","","","","0","0","1","","","","","","0","","","","","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
